,utt,관광지 추천,날씨 묻기,맛집 추천,숙소 추천,인사,카페 추천,활동 추천
1071,부산 맛있는 곳 있잖아 어디야?,0,0,1,0,0,0,0
2550,부산 맛있는 곳 어 부탁드려요,0,0,1,0,0,0,0
2372,음 부산 친절한 숙소 추천해줘,0,0,0,1,0,0,0
1082,저기 부산은 분위기 있는 곳 좋아?,0,0,1,0,0,0,0
3773,부산 가까운 카페 추천해 주실 음 수 있나요?,0,0,0,0,0,1,0
3201,부산 있잖아 놀만한 것 알려줄 수 있나요?,0,0,0,0,0,0,1
1675,부산 분위기 있는 곳 어 알려주세요,0,0,1,0,0,0,0
607,부산 분위기 있는 곳 추천해주세요,0,0,1,0,0,0,0
635,부산 분위기 있는 숙소 알려주세요,0,0,0,1,0,0,0
2998,부산은 혹시 주차하기 편한 곳 좋아?,0,0,1,0,0,0,0
2811,부산 가까운 곳 어 추천해주세요,0,0,1,0,0,0,0
3114,부산은 친구랑 놀기 좋은 곳 있잖아 좋아?,1,0,0,0,0,0,0
3673,부산 가까운 카페 알려줄 수 혹시 있나요?,0,0,0,0,0,1,0
3365,부산 일일 체험 저기 추천해주세요,0,0,0,0,0,0,1
533,부산 온도 부탁드려요,0,1,0,0,0,0,0
643,부산 뷰가 좋은 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
3186,부산 신기한 체험 저기 알려주세요,0,0,0,0,0,0,1
1659,흠 부산 웨이팅 없는 곳 알려주세요,0,0,1,0,0,0,0
120,부산 날씨 혹시 부탁할게,0,1,0,0,0,0,0
620,부산 웨이팅 없는 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
2066,혹시 부산 주차공간이 넓은 숙소 알려주세요,0,0,0,1,0,0,0
3361,부산 아 가족과 할만한 것 추천해주세요,0,0,0,0,0,0,1
1688,어 부산 웨이팅 없는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1814,아 부산 주차하기 편한 곳 추천해줘,0,0,1,0,0,0,0
3295,부산 유명한 거 혹시 부탁해,0,0,0,0,0,0,1
1197,부산 음 온도 알려주세요,0,1,0,0,0,0,0
1002,있잖아 부산 조용한 곳 알려줘,0,0,1,0,0,0,0
1422,저기 부산 예쁜 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1296,아 부산 밖에 알려줄 수 있나요?,0,1,0,0,0,0,0
3618,부산 어 디저트 많은 곳,0,0,0,0,0,1,0
688,부산 친절한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
3175,혹시 부산 가족과 할만한 것 알려주세요,0,0,0,0,0,0,1
2838,부산 맛있는 곳 추천해 주실 수 흠 있나요?,0,0,1,0,0,0,0
2535,있잖아 부산 데이트하기 좋은 곳 부탁드려요,0,0,1,0,0,0,0
3391,부산 유명한 거 추천해 음 주실 수 있나요?,0,0,0,0,0,0,1
1208,부산 아 밖에 알려줄 수 있나요?,0,1,0,0,0,0,0
2632,부산 웨이팅 없는 곳 흠 추천해주세요,0,0,1,0,0,0,0
1987,부산 어 가까운 곳 추천해줘,0,0,1,0,0,0,0
3533,부산 음료 맛있는 카페 흠 부탁해,0,0,0,0,0,1,0
3691,저기 부산 디저트 맛있는 곳 부탁드려요,0,0,1,0,0,0,0
3544,있잖아 부산 메뉴가 다양한 카페 부탁할게,0,0,0,0,0,1,0
2256,있잖아 부산 친절한 숙소 알려주세요,0,0,0,1,0,0,0
1556,부산 조용한 곳 어 부탁할게,0,0,1,0,0,0,0
177,부산 관광지 추천해 주실 수 있잖아 있나요?,1,0,0,0,0,0,0
1489,부산 친구랑 놀기 좋은 곳 흠 부탁드려요,1,0,0,0,0,0,0
1794,부산 혹시 주차하기 편한 곳 부탁할게,0,0,1,0,0,0,0
2314,혹시 부산 뷰가 좋은 숙소 부탁드려요,0,0,0,1,0,0,0
553,부산 예쁜 곳,0,0,1,0,0,0,0
2738,흠 부산 조용한 곳 알려줘,0,0,1,0,0,0,0
2724,부산 예쁜 곳 알려줄 수 어 있나요?,0,0,1,0,0,0,0
285,흠 부산 맛집 알려줘,0,0,1,0,0,0,0
3239,부산 흠 유명한 거 알려줘,0,0,0,0,0,0,1
2552,흠 부산 맛있는 곳 부탁해,0,0,1,0,0,0,0
91,부산은 흠 어디가 좋아?,1,0,0,0,0,0,0
2616,흠 부산 조용한 곳 추천해주세요,0,0,1,0,0,0,0
2642,음 부산 예쁜 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
2167,아 부산 친절한 숙소 부탁할게,0,0,0,1,0,0,0
1342,부산 흠 더위 부탁해,0,1,0,0,0,0,0
2142,부산 주차공간이 넓은 숙소 저기 부탁드려요,0,0,0,1,0,0,0
1926,부산 친구랑 놀기 좋은 곳 있잖아 알려줘,1,0,0,0,0,0,0
1653,부산 근데 부모님과 가기 좋은 곳,0,0,1,0,0,0,0
918,어 부산 예쁜 곳 추천해줘,0,0,1,0,0,0,0
1406,부산 혹시 부모님과 가기 좋은 곳 알려주세요,0,0,1,0,0,0,0
3259,부산 흠 놀만한 것 부탁드려요,0,0,0,0,0,0,1
3243,부산 놀만한 것 흠 알려줘,0,0,0,0,0,0,1
2299,근데 부산 분위기 있는 숙소 알려줘,0,0,0,1,0,0,0
1043,부산 예쁜 곳 저기 추천해줘,0,0,1,0,0,0,0
1149,부산 있잖아 분위기 있는 카페 추천해줘,0,0,0,0,0,1,0
2097,부산 뷰가 좋은 숙소 알려줄 음 수 있나요?,0,0,0,1,0,0,0
2415,근데 부산 가까운 곳,0,0,1,0,0,0,0
3301,있잖아 부산 일일 체험 부탁할게,0,0,0,0,0,0,1
693,부산 맛있는 곳 부탁할게,0,0,1,0,0,0,0
2282,부산 혹시 친절한 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
2509,아 부산 예쁜 곳 알려줘,0,0,1,0,0,0,0
275,혹시 부산 맛집,0,0,1,0,0,0,0
3638,부산 아 메뉴가 다양한 카페 알려주세요,0,0,0,0,0,1,0
970,혹시 부산 뷰가 좋은 숙소 추천 좀,0,0,0,1,0,0,0
1305,부산 온도 저기 알려줄 수 있나요?,0,1,0,0,0,0,0
3007,부산은 예쁜 곳 어 좋아?,0,0,1,0,0,0,0
1725,음 부산 데이트하기 좋은 곳 부탁드려요,0,0,1,0,0,0,0
2589,부산 맛있는 곳 아 부탁할게,0,0,1,0,0,0,0
2519,부산 감성적인 곳 저기 알려줘,0,0,1,0,0,0,0
3318,부산 재미있는 거 있잖아 부탁할게,0,0,0,0,0,0,1
959,부산 유명한 숙소 아 알려줘,0,0,0,1,0,0,0
1610,부산 웨이팅 없는 곳 저기 추천해주세요,0,0,1,0,0,0,0
1272,저기 부산 밖에 추천해주세요,0,1,0,0,0,0,0
729,부산 친구랑 할만한 것 알려줘,0,0,0,0,0,0,1
236,부산 저기 놀만한곳 추천해 주실 수 있나요?,1,0,0,0,0,0,0
1791,부산 혹시 가까운 곳 부탁할게,0,0,1,0,0,0,0
1008,부산 어 예쁜 곳 알려줘,0,0,1,0,0,0,0
3389,부산 일일 체험 추천해 음 주실 수 있나요?,0,0,0,0,0,0,1
1433,부산 예쁜 곳 있잖아 알려줄 수 있나요?,0,0,1,0,0,0,0
270,부산 저기 맛집 추천해 주실 수 있나요?,0,0,1,0,0,0,0
221,부산 음 놀만한곳 부탁드려요,1,0,0,0,0,0,0
3769,부산 가까운 카페 저기 추천해주세요,0,0,0,0,0,1,0
2378,부산 어 깨끗한 숙소 추천해줘,0,0,0,1,0,0,0
1587,있잖아 부산 분위기 있는 곳 추천해주세요,0,0,1,0,0,0,0
2284,부산 혹시 뷰가 좋은 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
3671,부산 디저트 많은 곳 알려줄 수 혹시 있나요?,0,0,0,0,0,1,0
885,어 부산 친구랑 놀기 좋은 곳 어디야?,1,0,0,0,0,0,0
1826,부산 근데 부모님과 가기 좋은 곳 추천해줘,0,0,1,0,0,0,0
1960,있잖아 부산 주차하기 편한 곳 부탁할게,0,0,1,0,0,0,0
2056,부산 저기 친절한 숙소,0,0,0,1,0,0,0
3234,부산 흠 체험할 것 알려줘,0,0,0,0,0,0,1
1138,혹시 부산 디저트 많은 곳 추천해줘,0,0,0,0,0,1,0
1669,부산 있잖아 웨이팅 없는 곳 알려주세요,0,0,1,0,0,0,0
1223,부산 추위 알려줄 수 흠 있나요?,0,1,0,0,0,0,0
2839,부산 친절한 곳 추천해 주실 수 흠 있나요?,0,0,1,0,0,0,0
2373,음 부산 유명한 숙소 추천해줘,0,0,0,1,0,0,0
2889,부산 혹시 맛있는 곳 알려줘,0,0,1,0,0,0,0
1091,저기 부산은 조용한 곳 좋아?,0,0,1,0,0,0,0
3171,혹시 부산 일일 체험 알려주세요,0,0,0,0,0,0,1
1241,부산 음 온도 부탁드려요,0,1,0,0,0,0,0
103,부산 날씨 혹시 알려주세요,0,1,0,0,0,0,0
3459,부산 음료 맛있는 카페 음 알려줄 수 있나요?,0,0,0,0,0,1,0
1892,부산 웨이팅 없는 곳 근데 알려주세요,0,0,1,0,0,0,0
683,부산 맛있는 곳,0,0,1,0,0,0,0
3172,혹시 부산 재미있는 거 알려주세요,0,0,0,0,0,0,1
1917,부산 조용한 곳 알려줄 아 수 있나요?,0,0,1,0,0,0,0
2528,있잖아 부산 맛있는 곳 부탁드려요,0,0,1,0,0,0,0
3425,어 부산 가까운 카페 알려주세요,0,0,0,0,0,1,0
1427,부산 음 웨이팅 없는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
2341,부산 어 분위기 있는 숙소 부탁해,0,0,0,1,0,0,0
3334,부산 음 재미있는 거 추천해줘,0,0,0,0,0,0,1
1503,음 부산 주차하기 편한 곳 부탁해,0,0,1,0,0,0,0
32,부산 놀만한곳 알려줘,1,0,0,0,0,0,0
199,부산 관광지 아 추천해줘,1,0,0,0,0,0,0
3665,부산 디저트 많은 곳 알려줄 아 수 있나요?,0,0,0,0,0,1,0
2242,혹시 부산 친절한 숙소,0,0,0,1,0,0,0
1398,부산 혹시 분위기 있는 곳 알려주세요,0,0,1,0,0,0,0
2999,부산은 혹시 데이트하기 좋은 곳 좋아?,0,0,1,0,0,0,0
302,부산 맛집 추천해 주실 어 수 있나요?,0,0,1,0,0,0,0
39,부산 맛집 알려주세요,0,0,1,0,0,0,0
3392,부산 체험할 것 추천해 주실 근데 수 있나요?,0,0,0,0,0,0,1
68,부산 음 날씨 알려줘,0,1,0,0,0,0,0
3345,부산 가족과 할만한 것 혹시 추천해줘,0,0,0,0,0,0,1
134,부산 날씨 아 알려줘,0,1,0,0,0,0,0
679,부산 깨끗한 숙소 추천해 주실 수 있나요?,0,0,0,1,0,0,0
2603,부산 친절한 곳 음 추천해줘,0,0,1,0,0,0,0
2508,아 부산 웨이팅 없는 곳 알려줘,0,0,1,0,0,0,0
154,부산 관광지 알려줄 수 근데 있나요?,1,0,0,0,0,0,0
480,부산 맛있는 곳 알려줘,0,0,1,0,0,0,0
1947,어 부산 가까운 곳 부탁해,0,0,1,0,0,0,0
365,음 부산 활동 알려줄 수 있나요?,0,0,0,0,0,0,1
733,부산 신기한 체험 부탁드려요,0,0,0,0,0,0,1
1823,부산 근데 예쁜 곳 추천해줘,0,0,1,0,0,0,0
3003,부산은 감성적인 곳 어 좋아?,0,0,1,0,0,0,0
1636,혹시 부산 감성적인 곳,0,0,1,0,0,0,0
1151,부산 있잖아 가까운 카페 추천해줘,0,0,0,0,0,1,0
954,부산 아 주차공간이 넓은 숙소 알려줘,0,0,0,1,0,0,0
1778,근데 부산 분위기 있는 곳 부탁할게,0,0,1,0,0,0,0
287,어 부산 맛집 부탁드려요,0,0,1,0,0,0,0
2374,음 부산 주위가 조용한 숙소 추천해줘,0,0,0,1,0,0,0
2532,있잖아 부산 웨이팅 없는 곳 부탁드려요,0,0,1,0,0,0,0
1016,부산 감성적인 곳 음 알려줘,0,0,1,0,0,0,0
501,부산 유명한 거 추천해줘,0,0,0,0,0,0,1
119,부산 흠 날씨 부탁할게,0,1,0,0,0,0,0
3632,부산 아 커피 전문점 알려주세요,0,0,0,0,0,1,0
3055,부산은 어 가까운 곳 좋아?,0,0,1,0,0,0,0
785,부산 커피 전문점 알려줄 수 있나요?,0,0,0,0,0,1,0
1732,부산 혹시 웨이팅 없는 곳 부탁드려요,0,0,1,0,0,0,0
1882,근데 부산 웨이팅 없는 곳 알려주세요,0,0,1,0,0,0,0
561,부산 가까운 곳 알려주세요,0,0,1,0,0,0,0
1710,근데 부산 친구랑 놀기 좋은 곳 알려줘,1,0,0,0,0,0,0
2213,근데 부산 분위기 있는 숙소 추천해주세요,0,0,0,1,0,0,0
508,부산 전망 좋은 카페 추천해줘,0,0,0,0,0,1,0
2155,부산 근데 주위가 조용한 숙소 부탁해,0,0,0,1,0,0,0
3043,음 부산은 감성적인 곳 좋아?,0,0,1,0,0,0,0
1230,부산 근데 더위 알려줘,0,1,0,0,0,0,0
3570,부산 저기 커피 전문점 추천해줘,0,0,0,0,0,1,0
1856,부산 예쁜 곳 추천해 주실 수 흠 있나요?,0,0,1,0,0,0,0
1749,있잖아 부산 감성적인 곳 부탁해,0,0,1,0,0,0,0
2867,음 부산 분위기 있는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1850,부산 가까운 곳 추천해 저기 주실 수 있나요?,0,0,1,0,0,0,0
793,부산 커피 전문점 부탁드려요,0,0,0,0,0,1,0
3089,부산은 저기 데이트하기 좋은 곳 좋아?,0,0,1,0,0,0,0
2733,흠 부산 예쁜 곳 알려줘,0,0,1,0,0,0,0
2295,근데 부산 친절한 숙소 알려줘,0,0,0,1,0,0,0
1097,부산은 흠 예쁜 곳 좋아?,0,0,1,0,0,0,0
1293,부산 온도 근데 알려주세요,0,1,0,0,0,0,0
2430,부산 아 데이트하기 좋은 곳,0,0,1,0,0,0,0
3202,부산 있잖아 신기한 체험 알려줄 수 있나요?,0,0,0,0,0,0,1
3731,부산 아 디저트 맛있는 곳 추천해줘,0,0,1,0,0,0,0
1931,부산 데이트하기 좋은 곳 있잖아 알려줘,0,0,1,0,0,0,0
82,음 부산 맛집 추천해줘,0,0,1,0,0,0,0
3298,있잖아 부산 체험할 것 부탁할게,0,0,0,0,0,0,1
3488,부산 메뉴가 다양한 카페 저기 알려줘,0,0,0,0,0,1,0
2308,혹시 부산 깨끗한 숙소 부탁드려요,0,0,0,1,0,0,0
2158,부산 근데 뷰가 좋은 숙소 부탁해,0,0,0,1,0,0,0
2107,흠 부산 주차공간이 넓은 숙소 알려줘,0,0,0,1,0,0,0
2990,흠 부산은 부모님과 가기 좋은 곳 좋아?,0,0,1,0,0,0,0
2575,부산 조용한 곳 근데 부탁해,0,0,1,0,0,0,0
1648,부산 근데 가까운 곳,0,0,1,0,0,0,0
840,부산 추위 흠 어때?,0,1,0,0,0,0,0
3642,부산 디저트 많은 곳 음 알려주세요,0,0,0,0,0,1,0
2888,부산 친절한 곳 알려줄 수 혹시 있나요?,0,0,1,0,0,0,0
764,부산 놀만한 것 추천해 주실 수 있나요?,0,0,0,0,0,0,1
2545,부산 아 주차하기 편한 곳 부탁드려요,0,0,1,0,0,0,0
543,부산 추위 부탁할게,0,1,0,0,0,0,0
477,부산 주차공간이 넓은 숙소 추천 좀,0,0,0,1,0,0,0
2437,음 부산 가까운 곳 알려주세요,0,0,1,0,0,0,0
2641,음 부산 가까운 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
654,부산 주위가 조용한 숙소 부탁해,0,0,0,1,0,0,0
283,부산 맛집 알려줄 어 수 있나요?,0,0,1,0,0,0,0
1723,음 부산 예쁜 곳 부탁드려요,0,0,1,0,0,0,0
2006,아 부산 친구랑 놀기 좋은 곳 추천해주세요,1,0,0,0,0,0,0
2356,어 부산 뷰가 좋은 숙소 부탁할게,0,0,0,1,0,0,0
1391,저기 부산 가까운 곳 알려주세요,0,0,1,0,0,0,0
2973,부산 음 친절한 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
3495,아 부산 분위기 있는 카페 부탁드려요,0,0,0,0,0,1,0
981,부산 주위가 조용한 숙소 어 추천 좀,0,0,0,1,0,0,0
3292,부산 신기한 체험 혹시 부탁해,0,0,0,0,0,0,1
1153,부산 디저트 맛있는 곳 아 추천해줘,0,0,1,0,0,0,0
3157,저기 부산 유명한 거,0,0,0,0,0,0,1
674,부산 유명한 숙소 추천해주세요,0,0,0,1,0,0,0
468,부산 유명한 숙소 알려줘,0,0,0,1,0,0,0
3051,음 부산은 조용한 곳 좋아?,0,0,1,0,0,0,0
429,부산 온도 어때?,0,1,0,0,0,0,0
2696,부산 저기 가까운 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
1721,음 부산 가까운 곳 부탁드려요,0,0,1,0,0,0,0
916,어 부산 가까운 곳 추천해줘,0,0,1,0,0,0,0
166,있잖아 부산 관광지 추천해줘,1,0,0,0,0,0,0
1011,부산 어 친절한 곳 알려줘,0,0,1,0,0,0,0
1586,부산 조용한 곳 있잖아 추천해줘,0,0,1,0,0,0,0
2427,부산 아 웨이팅 없는 곳,0,0,1,0,0,0,0
476,부산 주위가 조용한 숙소 추천 좀,0,0,0,1,0,0,0
2273,부산 주차공간이 넓은 숙소 아 알려주세요,0,0,0,1,0,0,0
2570,부산 예쁜 곳 근데 부탁해,0,0,1,0,0,0,0
1403,부산 혹시 예쁜 곳 알려주세요,0,0,1,0,0,0,0
1178,부산 디저트 많은 곳 있잖아 알려줘,0,0,0,0,0,1,0
56,부산 액티비티 알려주세요,0,0,0,0,0,0,1
1759,부산 저기 감성적인 곳 부탁해,0,0,1,0,0,0,0
208,부산 흠 놀만한곳,1,0,0,0,0,0,0
3147,부산은 예쁜 곳 흠 좋아?,0,0,1,0,0,0,0
2048,저기 부산 깨끗한 숙소,0,0,0,1,0,0,0
1307,부산 추위 저기 알려줄 수 있나요?,0,1,0,0,0,0,0
425,부산 액티비티 추천해 음 주실 수 있나요?,0,0,0,0,0,0,1
1690,어 부산 주차하기 편한 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
556,부산 부모님과 가기 좋은 곳,0,0,1,0,0,0,0
1265,부산 흠 온도 부탁할게,0,1,0,0,0,0,0
1413,부산 예쁜 곳 있잖아 알려주세요,0,0,1,0,0,0,0
3775,부산 가까운 카페 추천해 주실 수 아 있나요?,0,0,0,0,0,1,0
2585,혹시 부산 부모님과 가기 좋은 곳 부탁할게,0,0,1,0,0,0,0
492,부산은 주차하기 편한 곳 좋아?,0,0,1,0,0,0,0
961,부산 주차공간이 넓은 숙소 아 알려줘,0,0,0,1,0,0,0
1555,부산 부모님과 가기 좋은 곳 어 부탁할게,0,0,1,0,0,0,0
3620,부산 어 전망 좋은 카페,0,0,0,0,0,1,0
987,부산 유명한 숙소 추천 음 좀,0,0,0,1,0,0,0
2966,근데 부산 조용한 곳 추천해주세요,0,0,1,0,0,0,0
2425,부산 아 감성적인 곳,0,0,1,0,0,0,0
2096,부산 분위기 있는 숙소 알려줄 음 수 있나요?,0,0,0,1,0,0,0
1884,근데 부산 주차하기 편한 곳 알려주세요,0,0,1,0,0,0,0
3269,부산 일일 체험 혹시 부탁드려요,0,0,0,0,0,0,1
2240,부산 유명한 숙소 추천해 주실 수 흠 있나요?,0,0,0,1,0,0,0
2695,부산 저기 감성적인 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
3330,부산 음 체험할 것 추천해줘,0,0,0,0,0,0,1
3366,부산 재미있는 거 저기 추천해주세요,0,0,0,0,0,0,1
3482,부산 커피 전문점 저기 알려줘,0,0,0,0,0,1,0
1000,있잖아 부산 친절한 곳 알려줘,0,0,1,0,0,0,0
1614,부산 부모님과 가기 좋은 곳 저기 추천해주세요,0,0,1,0,0,0,0
336,아 안녕,0,0,0,0,1,0,0
3591,부산 아 분위기 있는 카페 추천해주세요,0,0,0,0,0,1,0
3493,아 부산 음료 맛있는 카페 부탁드려요,0,0,0,0,0,1,0
3497,아 부산 가까운 카페 부탁드려요,0,0,0,0,0,1,0
1352,부산 혹시 밖에 부탁할게,0,1,0,0,0,0,0
559,부산 감성적인 곳 알려주세요,0,0,1,0,0,0,0
817,부산 커피 전문점 추천해주세요,0,0,0,0,0,1,0
390,부산 활동 음 추천해 주실 수 있나요?,0,0,0,0,0,0,1
737,부산 친구랑 할만한 것 부탁드려요,0,0,0,0,0,0,1
3017,혹시 부산은 예쁜 곳 좋아?,0,0,1,0,0,0,0
1068,부산 혹시 친절한 곳 어디야?,0,0,1,0,0,0,0
937,부산 웨이팅 없는 곳 아 추천해줘,0,0,1,0,0,0,0
2480,부산 근데 웨이팅 없는 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
2816,부산 친절한 곳 어 추천해주세요,0,0,1,0,0,0,0
1703,부산 조용한 곳 혹시 알려줄 수 있나요?,0,0,1,0,0,0,0
3748,근데 부산 디저트 많은 곳 추천해주세요,0,0,0,0,0,1,0
2538,있잖아 부산 조용한 곳 부탁드려요,0,0,1,0,0,0,0
257,흠 부산 맛집 부탁해,0,0,1,0,0,0,0
1772,부산 웨이팅 없는 곳 음 부탁해,0,0,1,0,0,0,0
1339,흠 부산 추위 부탁해,0,1,0,0,0,0,0
1579,부산 친구랑 놀기 좋은 곳 있잖아 추천해줘,1,0,0,0,0,0,0
216,부산 놀만한곳 알려줄 수 혹시 있나요?,1,0,0,0,0,0,0
1924,부산 분위기 있는 곳 있잖아 알려줘,0,0,1,0,0,0,0
1459,부산 친구랑 놀기 좋은 곳 아 알려줘,1,0,0,0,0,0,0
510,부산 메뉴가 다양한 카페 추천해줘,0,0,0,0,0,1,0
1009,부산 어 주차하기 편한 곳 알려줘,0,0,1,0,0,0,0
1519,부산 친구랑 놀기 좋은 곳 저기 부탁해,1,0,0,0,0,0,0
526,부산 더위 알려주세요,0,1,0,0,0,0,0
1782,근데 부산 웨이팅 없는 곳 부탁할게,0,0,1,0,0,0,0
2182,부산 유명한 숙소 음 부탁할게,0,0,0,1,0,0,0
132,어 부산 날씨 알려줘,0,1,0,0,0,0,0
414,부산 혹시 액티비티 부탁할게,0,0,0,0,0,0,1
35,부산 놀만한곳 부탁할게,1,0,0,0,0,0,0
1696,부산 혹시 예쁜 곳 알려줄 수 있나요?,0,0,1,0,0,0,0
64,음 부산 날씨 어때?,0,1,0,0,0,0,0
1282,부산 더위 있잖아 추천해주세요,0,1,0,0,0,0,0
2856,부산 근데 가까운 곳 알려주세요,0,0,1,0,0,0,0
638,부산 친절한 숙소 알려줄 수 있나요?,0,0,0,1,0,0,0
3272,부산 친구랑 할만한 것 혹시 부탁드려요,0,0,0,0,0,0,1
1224,음 부산 밖에 알려줘,0,1,0,0,0,0,0
1441,부산 분위기 있는 곳 알려줄 수 근데 있나요?,0,0,1,0,0,0,0
1218,부산 더위 알려줄 음 수 있나요?,0,1,0,0,0,0,0
1584,부산 데이트하기 좋은 곳 있잖아 추천해줘,0,0,1,0,0,0,0
788,부산 음료 맛있는 카페 알려줄 수 있나요?,0,0,0,0,0,1,0
1859,아 부산 감성적인 곳,0,0,1,0,0,0,0
2968,부산 친절한 곳 음 추천해주세요,0,0,1,0,0,0,0
767,부산 재미있는 거 추천해 주실 수 있나요?,0,0,0,0,0,0,1
3405,혹시 부산 음료 맛있는 카페,0,0,0,0,0,1,0
2354,어 부산 주차공간이 넓은 숙소 부탁할게,0,0,0,1,0,0,0
3469,부산 디저트 많은 곳 알려줄 수 아 있나요?,0,0,0,0,0,1,0
2900,부산 맛있는 곳 근데 알려줘,0,0,1,0,0,0,0
1108,부산은 주차하기 편한 곳 저기 좋아?,0,0,1,0,0,0,0
2037,부산 저기 조용한 곳 추천해 주실 수 있나요?,0,0,1,0,0,0,0
2114,부산 있잖아 주차공간이 넓은 숙소 알려줘,0,0,0,1,0,0,0
911,부산 부모님과 가기 좋은 곳 혹시 어디야?,0,0,1,0,0,0,0
2458,부산 감성적인 곳 혹시 알려주세요,0,0,1,0,0,0,0
191,있잖아 부산 관광지 부탁해,1,0,0,0,0,0,0
2390,저기 부산 분위기 있는 숙소 추천해주세요,0,0,0,1,0,0,0
3766,부산 전망 좋은 카페 저기 추천해주세요,0,0,0,0,0,1,0
2190,어 부산 주위가 조용한 숙소 추천해줘,0,0,0,1,0,0,0
1409,부산 감성적인 곳 있잖아 알려주세요,0,0,1,0,0,0,0
1962,있잖아 부산 부모님과 가기 좋은 곳 부탁할게,0,0,1,0,0,0,0
2421,근데 부산 부모님과 가기 좋은 곳,0,0,1,0,0,0,0
1501,음 부산 웨이팅 없는 곳 부탁해,0,0,1,0,0,0,0
2858,부산 근데 예쁜 곳 알려주세요,0,0,1,0,0,0,0
2054,저기 부산 뷰가 좋은 숙소,0,0,0,1,0,0,0
452,부산 주차하기 편한 곳 어디야?,0,0,1,0,0,0,0
1234,부산 더위 있잖아 알려줘,0,1,0,0,0,0,0
196,부산 관광지 아 부탁할게,1,0,0,0,0,0,0
3419,어 부산 디저트 맛있는 곳 알려주세요,0,0,1,0,0,0,0
3291,부산 놀만한 것 혹시 부탁해,0,0,0,0,0,0,1
2029,부산 예쁜 곳 혹시 추천해주세요,0,0,1,0,0,0,0
459,부산 가까운 곳 추천해줘,0,0,1,0,0,0,0
3747,근데 부산 디저트 맛있는 곳 추천해주세요,0,0,1,0,0,0,0
680,부산 친절한 숙소 추천해 주실 수 있나요?,0,0,0,1,0,0,0
1913,부산 가까운 곳 알려줄 아 수 있나요?,0,0,1,0,0,0,0
418,부산 액티비티 흠 추천해줘,0,0,0,0,0,0,1
3242,부산 체험할 것 흠 알려줘,0,0,0,0,0,0,1
361,부산 흠 활동,0,0,0,0,0,0,1
3682,부산 커피 전문점 흠 알려줘,0,0,0,0,0,1,0
202,부산 어 관광지 추천해 주실 수 있나요?,1,0,0,0,0,0,0
